Id,Label,frequency,type,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,Clustering Coefficient,Number of triangles,Weighted Clustering Coefficient,Strenght,Eigenvector Centrality
Marc Maynard,Marc Maynard,1,; Members,0,0.0,0.0,0.0,0.0,590,0.0,0,0.0,0.0,0.0
pierre le sidaner,pierre le sidaner,4,; Members,7,23.0,3.0,2.016,0.0,286,1.0,21,1.0,23.0,0.0697797127383803
Lance McKee,Lance McKee,1,; Members,0,0.0,0.0,0.0,0.0,591,0.0,0,0.0,0.0,0.0
Christoph Bruch,Christoph Bruch,1,; Members,0,0.0,0.0,0.0,0.0,592,0.0,0,0.0,0.0,0.0
Ugis Sarkans,Ugis Sarkans,1,; Members,0,0.0,0.0,0.0,0.0,593,0.0,0,0.0,0.0,0.0
Bruce Wilson,Bruce Wilson,1,; Members,0,0.0,0.0,0.0,0.0,594,0.0,0,0.0,0.0,0.0
Michael Alaux,Michael Alaux,1,; Members,0,0.0,0.0,0.0,0.0,595,0.0,0,0.0,0.0,0.0
Zhijie Zhang,Zhijie Zhang,11,; Members,65,282.0,3.0,1.8373333333333333,121.66069488487314,286,0.5557692307692308,1156,0.63270164,282.0,0.3985229070108228
Julie Fukuyama,Julie Fukuyama,11,; Members,138,582.0,3.0,1.6346666666666667,538.0282159262697,440,0.36432878451285305,3444,0.43551058,582.0,0.6940137471789324
Paul de Guchteneire,Paul de Guchteneire,1,; Members,0,0.0,0.0,0.0,0.0,596,0.0,0,0.0,0.0,0.0
Panorea Gaitanou,Panorea Gaitanou,2,; Members,0,0.0,0.0,0.0,0.0,597,0.0,0,0.0,0.0,0.0
Kwo-Sen Kuo,Kwo-Sen Kuo,2,; Members,0,0.0,0.0,0.0,0.0,598,0.0,0,0.0,0.0,0.0
Mikael Laakso,Mikael Laakso,1,; Members,0,0.0,0.0,0.0,0.0,599,0.0,0,0.0,0.0,0.0
Lucy Bastin,Lucy Bastin,1,; Members,0,0.0,0.0,0.0,0.0,600,0.0,0,0.0,0.0,0.0
Danah Tonne,Danah Tonne,1,; Members,0,0.0,0.0,0.0,0.0,601,0.0,0,0.0,0.0,0.0
Kate Roberts,Kate Roberts,6,; Members,47,175.0,3.0,1.896,4.5787966783321785,286,0.8723404255319149,943,0.89192545,175.0,0.36062626157691846
Irene Pasquetto,Irene Pasquetto,1,; Members,0,0.0,0.0,0.0,0.0,602,0.0,0,0.0,0.0,0.0
Ian Bruno,Ian Bruno,11,; Members,76,306.0,3.0,1.808,202.036920241858,489,0.5235087719298246,1492,0.56592596,306.0,0.4420709695885477
Sophie Hou,Sophie Hou,4,; Members,15,48.0,3.0,1.9893333333333334,0.1276871452393274,697,0.9619047619047619,101,0.96428573,48.0,0.12795233199378767
Mogens Sandfaer,Mogens Sandfaer,4,; Members,7,22.0,3.0,2.010666666666667,0.058823529411764705,440,0.9523809523809523,20,0.9545455,22.0,0.0657335128266164
Danny Wallace,Danny Wallace,1,; Members,0,0.0,0.0,0.0,0.0,603,0.0,0,0.0,0.0,0.0
Ahmed Shiraz Memon,Ahmed Shiraz Memon,2,; Members,0,0.0,0.0,0.0,0.0,604,0.0,0,0.0,0.0,0.0
Practical Policy WG,Practical Policy WG,1,Working Group,0,0.0,0.0,0.0,0.0,605,0.0,0,0.0,0.0,0.0
Andre Schaaff,Andre Schaaff,7,; Members,49,180.0,3.0,1.8826666666666667,20.856657105302244,286,0.7295918367346939,858,0.75972223,180.0,0.3406958849336197
Dave Lyons,Dave Lyons,3,; Members,19,57.0,3.0,1.9786666666666666,0.0,286,1.0,171,1.0,57.0,0.18360272274494063
Michelle Leonard,Michelle Leonard,2,; Members,0,0.0,0.0,0.0,0.0,606,0.0,0,0.0,0.0,0.0
RDA/WDS Publishing Data Services WG,RDA/WDS Publishing Data Services WG,1,Working Group,0,0.0,0.0,0.0,0.0,607,0.0,0,0.0,0.0,0.0
Megan Stadler,Megan Stadler,5,; Members,6,21.0,3.0,2.013333333333333,4.0,489,0.7333333333333333,11,0.7619048,21.0,0.050760012684298694
Matthias L. Hemmje,Matthias L. Hemmje,7,; Members,52,192.0,3.0,1.88,63.076879952508165,286,0.6493212669683258,861,0.68678516,192.0,0.3458366396624344
Mary Moulton,Mary Moulton,1,; Members,0,0.0,0.0,0.0,0.0,608,0.0,0,0.0,0.0,0.0
Tracey P. Lauriault,Tracey P. Lauriault,2,; Members,0,0.0,0.0,0.0,0.0,609,0.0,0,0.0,0.0,0.0
Christian CHABRERIE,Christian CHABRERIE,1,; Members,0,0.0,0.0,0.0,0.0,610,0.0,0,0.0,0.0,0.0
Tomasz Miksa,Tomasz Miksa,4,; Members,6,19.0,3.0,2.024,0.0,489,1.0,15,1.0,19.0,0.05434311388132759
Ranga Raju Vatsavai,Ranga Raju Vatsavai,1,; Members,0,0.0,0.0,0.0,0.0,611,0.0,0,0.0,0.0,0.0
Dora Constantinidis,Dora Constantinidis,1,; Members,0,0.0,0.0,0.0,0.0,612,0.0,0,0.0,0.0,0.0
Nicole Harris,Nicole Harris,1,; Members,0,0.0,0.0,0.0,0.0,613,0.0,0,0.0,0.0,0.0
Claudia Kramer,Claudia Kramer,1,; Members,0,0.0,0.0,0.0,0.0,614,0.0,0,0.0,0.0,0.0
Richard Kedemi,Richard Kedemi,2,; Members,0,0.0,0.0,0.0,0.0,615,0.0,0,0.0,0.0,0.0
Gema Bueno-de-la-Fuente,Gema Bueno-de-la-Fuente,2,; Members,0,0.0,0.0,0.0,0.0,616,0.0,0,0.0,0.0,0.0
Chris Muller,Chris Muller,1,; Members,0,0.0,0.0,0.0,0.0,617,0.0,0,0.0,0.0,0.0
Peter Vats,Peter Vats,1,; Members,0,0.0,0.0,0.0,0.0,618,0.0,0,0.0,0.0,0.0
Mike Rossner,Mike Rossner,1,; Members,0,0.0,0.0,0.0,0.0,619,0.0,0,0.0,0.0,0.0
Christian PagÃ©,Christian PagÃ©,1,; Members,0,0.0,0.0,0.0,0.0,620,0.0,0,0.0,0.0,0.0
Luiz Olavo Bonino da Silva Santos,Luiz Olavo Bonino da Silva Santos,1,; Members,0,0.0,0.0,0.0,0.0,621,0.0,0,0.0,0.0,0.0
Xiaobin Shen,Xiaobin Shen,2,; Members,0,0.0,0.0,0.0,0.0,622,0.0,0,0.0,0.0,0.0
RDA/CODATA Legal Interoperability IG,RDA/CODATA Legal Interoperability IG,1,Working Group,0,0.0,0.0,0.0,0.0,623,0.0,0,0.0,0.0,0.0
Hilary Hanahoe,Hilary Hanahoe,23,; Members,192,969.0,2.0,1.488,1625.0648287727456,286,0.24721858638743455,4533,0.37209514,969.0,0.8308233393614662
Carolyn Mattingly,Carolyn Mattingly,1,; Members,0,0.0,0.0,0.0,0.0,624,0.0,0,0.0,0.0,0.0
Frank Schluenzen,Frank Schluenzen,3,; Members,3,9.0,3.0,2.026666666666667,0.0,286,1.0,3,1.0,9.0,0.037420381854553444
Hrachya Astsatryan,Hrachya Astsatryan,2,; Members,0,0.0,0.0,0.0,0.0,625,0.0,0,0.0,0.0,0.0
Ruth Wilson,Ruth Wilson,3,; Members,4,12.0,3.0,2.034666666666667,0.0,440,1.0,6,1.0,12.0,0.035612657179456726
Jerome Pansanel,Jerome Pansanel,2,; Members,0,0.0,0.0,0.0,0.0,626,0.0,0,0.0,0.0,0.0
Donat Agosti,Donat Agosti,4,; Members,5,17.0,3.0,2.021333333333333,0.0,286,1.0,10,1.0,17.0,0.0551372584351095
Barry Wark,Barry Wark,2,; Members,0,0.0,0.0,0.0,0.0,627,0.0,0,0.0,0.0,0.0
Terry Longstreth,Terry Longstreth,1,; Members,0,0.0,0.0,0.0,0.0,628,0.0,0,0.0,0.0,0.0
Mark van de Sanden,Mark van de Sanden,2,; Members,0,0.0,0.0,0.0,0.0,629,0.0,0,0.0,0.0,0.0
Martie van Deventer,Martie van Deventer,4,; Members,8,27.0,3.0,2.013333333333333,0.0,489,1.0,28,0.99999994,27.0,0.07671332572376087
Cyril Pommier,Cyril Pommier,1,; Members,0,0.0,0.0,0.0,0.0,630,0.0,0,0.0,0.0,0.0
Coline Blanpain,Coline Blanpain,1,; Members,0,0.0,0.0,0.0,0.0,631,0.0,0,0.0,0.0,0.0
Cynthia Chandler,Cynthia Chandler,13,; Members,81,321.0,3.0,1.792,117.49267842817214,489,0.5601851851851852,1815,0.6158489,321.0,0.49237479968736136
Norman Paskin,Norman Paskin,2,; Members,0,0.0,0.0,0.0,0.0,632,0.0,0,0.0,0.0,0.0
Dimitrios Koureas,Dimitrios Koureas,10,; Members,75,271.0,3.0,1.8186666666666667,262.00794635294665,440,0.46126126126126127,1280,0.49980053,271.0,0.41006732458819173
Aaike De Wever,Aaike De Wever,3,; Members,1,3.0,3.0,2.042666666666667,0.0,489,0.0,0,0.0,3.0,0.013793555484353725
Joel Wurl,Joel Wurl,2,; Members,0,0.0,0.0,0.0,0.0,633,0.0,0,0.0,0.0,0.0
Ana Macario,Ana Macario,5,; Members,21,74.0,3.0,1.968,2.270305913310584,286,0.8761904761904762,184,0.89054054,74.0,0.16940839981130273
Dimitris Gavrilis,Dimitris Gavrilis,1,; Members,0,0.0,0.0,0.0,0.0,634,0.0,0,0.0,0.0,0.0
Mei-Ling Israel,Mei-Ling Israel,1,; Members,0,0.0,0.0,0.0,0.0,635,0.0,0,0.0,0.0,0.0
Chris Morris,Chris Morris,2,; Members,0,0.0,0.0,0.0,0.0,636,0.0,0,0.0,0.0,0.0
Sandra Vieira Gomes,Sandra Vieira Gomes,1,; Members,0,0.0,0.0,0.0,0.0,637,0.0,0,0.0,0.0,0.0
Phillip Delaney,Phillip Delaney,2,; Members,0,0.0,0.0,0.0,0.0,638,0.0,0,0.0,0.0,0.0
Mark Donoghue,Mark Donoghue,5,; Members,10,32.0,3.0,2.013333333333333,0.9510731198231197,286,0.7777777777777778,35,0.7777778,32.0,0.06552066809975507
Laura Kostanski,Laura Kostanski,1,; Members,0,0.0,0.0,0.0,0.0,639,0.0,0,0.0,0.0,0.0
Johannes Reetz,Johannes Reetz,6,; Members,27,104.0,3.0,1.952,2.533381288984668,286,0.8888888888888888,312,0.9053255,104.0,0.2018912975268668
Peter Kraker,Peter Kraker,4,; Members,21,67.0,3.0,1.9706666666666666,0.4849423639506423,489,0.9476190476190476,199,0.9507463,67.0,0.17279437734305847
Simon Waddington,Simon Waddington,4,; Members,15,49.0,3.0,1.9946666666666666,0.942032967032967,286,0.9142857142857143,96,0.9212828,49.0,0.13427990264037284
David Patterson,David Patterson,1,; Members,0,0.0,0.0,0.0,0.0,640,0.0,0,0.0,0.0,0.0
Kenton McHenry,Kenton McHenry,1,; Members,0,0.0,0.0,0.0,0.0,641,0.0,0,0.0,0.0,0.0
David Baker,David Baker,2,; Members,0,0.0,0.0,0.0,0.0,642,0.0,0,0.0,0.0,0.0
Katherine Koziar,Katherine Koziar,1,; Members,0,0.0,0.0,0.0,0.0,643,0.0,0,0.0,0.0,0.0
Jane Hunter,Jane Hunter,3,; Members,1,3.0,3.0,2.042666666666667,0.0,489,0.0,0,0.0,3.0,0.013793555484353725
Effie Tsiflidou,Effie Tsiflidou,1,; Members,0,0.0,0.0,0.0,0.0,644,0.0,0,0.0,0.0,0.0
Volker Hartmann,Volker Hartmann,3,; Members,27,81.0,3.0,1.9546666666666668,0.0,697,1.0,351,1.0,81.0,0.2209536556467354
Fred Chan,Fred Chan,3,; Members,1,3.0,4.0,2.896,0.0,440,0.0,0,0.0,3.0,0.0029744388290972048
Magalie Moysan,Magalie Moysan,1,; Members,0,0.0,0.0,0.0,0.0,645,0.0,0,0.0,0.0,0.0
Paul Foster,Paul Foster,3,; Members,12,36.0,3.0,1.9973333333333334,0.0,286,1.0,66,1.0,36.0,0.12440888060162632
Marco Rorro,Marco Rorro,1,; Members,0,0.0,0.0,0.0,0.0,646,0.0,0,0.0,0.0,0.0
Robert Russo,Robert Russo,1,; Members,0,0.0,0.0,0.0,0.0,647,0.0,0,0.0,0.0,0.0
Andrew Treloar,Andrew Treloar,21,; Members,171,888.0,3.0,1.552,986.4148915867818,286,0.28297213622291023,4113,0.41829625,888.0,0.7824701820597043
Michel Dumontier,Michel Dumontier,5,; Members,26,89.0,3.0,1.96,8.723746362400421,286,0.8646153846153846,281,0.8786517,89.0,0.19683080819778498
Mike Brown,Mike Brown,3,; Members,1,3.0,4.0,2.976,0.0,489,0.0,0,0.0,3.0,0.0019524203597716314
Steven McEachern,Steven McEachern,5,; Members,43,148.0,3.0,1.9013333333333333,5.99167168399313,286,0.8383167220376523,757,0.856982,148.0,0.32461933487176425
Rebecca Rouse,Rebecca Rouse,1,; Members,0,0.0,0.0,0.0,0.0,648,0.0,0,0.0,0.0,0.0
Didier Leibovici,Didier Leibovici,5,; Members,21,69.0,3.0,1.9786666666666666,8.42322954822955,286,0.8380952380952381,176,0.85072464,69.0,0.17428981584905662
Michael Hildreth,Michael Hildreth,2,; Members,0,0.0,0.0,0.0,0.0,649,0.0,0,0.0,0.0,0.0
Richard Kipling,Richard Kipling,1,; Members,0,0.0,0.0,0.0,0.0,650,0.0,0,0.0,0.0,0.0
Stuart Gagnon,Stuart Gagnon,1,; Members,0,0.0,0.0,0.0,0.0,651,0.0,0,0.0,0.0,0.0
Claudia Engelhardt,Claudia Engelhardt,1,; Members,0,0.0,0.0,0.0,0.0,652,0.0,0,0.0,0.0,0.0
Alicia Lopez Medina,Alicia Lopez Medina,1,; Members,0,0.0,0.0,0.0,0.0,653,0.0,0,0.0,0.0,0.0
A. Chase Turner,A. Chase Turner,2,; Members,0,0.0,0.0,0.0,0.0,654,0.0,0,0.0,0.0,0.0
Eleni Panagou,Eleni Panagou,7,; Members,30,102.0,3.0,1.944,7.301489815551278,286,0.7609195402298851,331,0.77552396,102.0,0.20523712112913017
Patricia Cruse,Patricia Cruse,1,; Members,0,0.0,0.0,0.0,0.0,655,0.0,0,0.0,0.0,0.0
Rebecca Lawrence,Rebecca Lawrence,2,; Members,0,0.0,0.0,0.0,0.0,656,0.0,0,0.0,0.0,0.0
Patrice Lyons,Patrice Lyons,1,; Members,0,0.0,0.0,0.0,0.0,657,0.0,0,0.0,0.0,0.0
Michael Brenner,Michael Brenner,1,; Members,0,0.0,0.0,0.0,0.0,658,0.0,0,0.0,0.0,0.0
Sally Rumsey,Sally Rumsey,2,; Members,0,0.0,0.0,0.0,0.0,659,0.0,0,0.0,0.0,0.0
Christoph Stich,Christoph Stich,3,; Members,6,18.0,3.0,2.018666666666667,0.0,763,1.0,15,1.0,18.0,0.05398531675327887
Thomas Zastrow,Thomas Zastrow,8,; Members,63,255.0,3.0,1.8533333333333333,87.24427218926549,286,0.5852534562211982,1143,0.6469956,255.0,0.37485633098852733
Sze Wong,Sze Wong,2,; Members,0,0.0,0.0,0.0,0.0,660,0.0,0,0.0,0.0,0.0
Data Description Registry Interoperability (DDRI),Data Description Registry Interoperability (DDRI),1,Working Group,0,0.0,0.0,0.0,0.0,661,0.0,0,0.0,0.0,0.0
Jamie Shiers,Jamie Shiers,7,; Members,19,70.0,3.0,1.968,2.1520068149155924,489,0.8304093567251462,142,0.8515873,70.0,0.13169674670356063
Krister Larsson,Krister Larsson,1,; Members,0,0.0,0.0,0.0,0.0,662,0.0,0,0.0,0.0,0.0
Arturo H. AriÃ±o,Arturo H. AriÃ±o,4,; Members,12,39.0,3.0,1.9973333333333334,1.1909302753983606,763,0.8636363636363636,57,0.8741259,39.0,0.07246868202375224
Michael Witt,Michael Witt,5,; Members,9,30.0,3.0,2.005333333333333,0.46082949308755755,440,0.9444444444444444,34,0.95000005,30.0,0.07735432509296537
Marianne van der Heijden,Marianne van der Heijden,2,; Members,0,0.0,0.0,0.0,0.0,663,0.0,0,0.0,0.0,0.0
Volker Guelzow,Volker Guelzow,1,; Members,0,0.0,0.0,0.0,0.0,664,0.0,0,0.0,0.0,0.0
Christophe Blanchet,Christophe Blanchet,1,; Members,0,0.0,0.0,0.0,0.0,665,0.0,0,0.0,0.0,0.0
Data for Development,Data for Development,1,Working Group,0,0.0,0.0,0.0,0.0,666,0.0,0,0.0,0.0,0.0
Joy Davidson,Joy Davidson,2,; Members,0,0.0,0.0,0.0,0.0,667,0.0,0,0.0,0.0,0.0
Preservation e-Infrastructure IG,Preservation e-Infrastructure IG,1,Working Group,0,0.0,0.0,0.0,0.0,668,0.0,0,0.0,0.0,0.0
Cynthia Hudson Vitale,Cynthia Hudson Vitale,12,; Members,109,420.0,3.0,1.7146666666666666,463.8280854698091,440,0.3895684675501189,2293,0.4489418,420.0,0.5569769640065456
Brian Westra,Brian Westra,4,; Members,19,60.0,3.0,1.9786666666666666,1.3764995336193695,440,0.8713450292397661,149,0.87777776,60.0,0.13403551216169926
Amalie SÃ¸gaard Nielsen,Amalie SÃ¸gaard Nielsen,4,; Members,33,109.0,3.0,1.9253333333333333,2.5893339780276334,440,0.9185606060606061,485,0.92603207,109.0,0.27613692903045606
JESUS MARCO DE LUCAS,JESUS MARCO DE LUCAS,2,; Members,0,0.0,0.0,0.0,0.0,669,0.0,0,0.0,0.0,0.0
Ingvill Constanze Mochmann,Ingvill Constanze Mochmann,1,; Members,0,0.0,0.0,0.0,0.0,670,0.0,0,0.0,0.0,0.0
Dessi Kirilova,Dessi Kirilova,5,; Members,33,108.0,3.0,1.9386666666666668,4.688060173065961,440,0.8428030303030303,445,0.8518519,108.0,0.24559813032837388
Alun Preece,Alun Preece,3,; Members,17,51.0,3.0,1.984,0.0,286,1.0,136,1.0,51.0,0.1649253469489877
Kerry Albright,Kerry Albright,1,; Members,0,0.0,0.0,0.0,0.0,671,0.0,0,0.0,0.0,0.0
Anton Van de Putte,Anton Van de Putte,2,; Members,0,0.0,0.0,0.0,0.0,672,0.0,0,0.0,0.0,0.0
StÃ©phane Goldstein,StÃ©phane Goldstein,1,; Members,0,0.0,0.0,0.0,0.0,673,0.0,0,0.0,0.0,0.0
Susanna-Assunta Sansone,Susanna-Assunta Sansone,9,; Members,48,191.0,3.0,1.8906666666666667,29.7653508455744,697,0.74822695035461,844,0.7887936,191.0,0.34706840632393426
Robert Berry,Robert Berry,1,; Members,0,0.0,0.0,0.0,0.0,674,0.0,0,0.0,0.0,0.0
John Graybeal,John Graybeal,1,; Members,0,0.0,0.0,0.0,0.0,675,0.0,0,0.0,0.0,0.0
Ionut Iosifescu,Ionut Iosifescu,1,; Members,0,0.0,0.0,0.0,0.0,676,0.0,0,0.0,0.0,0.0
Susan Reilly,Susan Reilly,1,; Members,0,0.0,0.0,0.0,0.0,677,0.0,0,0.0,0.0,0.0
Adam Leadbetter,Adam Leadbetter,11,; Members,80,320.0,3.0,1.8053333333333332,162.98753476495952,286,0.5044303797468355,1594,0.5587816,320.0,0.4640308787515802
Devika Madalli,Devika Madalli,3,; Members,5,15.0,3.0,2.032,0.0,79,1.0,10,1.0,15.0,0.0177148252276899
Arthur Smith,Arthur Smith,7,; Members,38,125.0,3.0,1.92,22.034242353743156,489,0.6600284495021337,464,0.68,125.0,0.23194918216932472
PID Information Types WG,PID Information Types WG,1,Working Group,0,0.0,0.0,0.0,0.0,678,0.0,0,0.0,0.0,0.0
Lisa McDevitt,Lisa McDevitt,1,; Members,0,0.0,0.0,0.0,0.0,679,0.0,0,0.0,0.0,0.0
AndrÃ¡s Micsik,AndrÃ¡s Micsik,5,; Members,32,117.0,3.0,1.936,0.8640374650273267,286,0.9475806451612904,470,0.955335,117.0,0.26781272593122313
Talapady Bhat,Talapady Bhat,2,; Members,0,0.0,0.0,0.0,0.0,680,0.0,0,0.0,0.0,0.0
Alexander Vondrous,Alexander Vondrous,1,; Members,0,0.0,0.0,0.0,0.0,681,0.0,0,0.0,0.0,0.0
Erica Yang,Erica Yang,3,; Members,1,3.0,3.0,2.042666666666667,0.0,489,0.0,0,0.0,3.0,0.013793555484353725
Robert Marcus,Robert Marcus,1,; Members,0,0.0,0.0,0.0,0.0,682,0.0,0,0.0,0.0,0.0
Karrie Peterson,Karrie Peterson,1,; Members,0,0.0,0.0,0.0,0.0,683,0.0,0,0.0,0.0,0.0
Paul-Olivier Dehaye,Paul-Olivier Dehaye,1,; Members,0,0.0,0.0,0.0,0.0,684,0.0,0,0.0,0.0,0.0
Anton Angelo,Anton Angelo,2,; Members,0,0.0,0.0,0.0,0.0,685,0.0,0,0.0,0.0,0.0
Marieka Arksey,Marieka Arksey,2,; Members,0,0.0,0.0,0.0,0.0,686,0.0,0,0.0,0.0,0.0
Todd Carpenter,Todd Carpenter,6,; Members,32,112.0,3.0,1.9333333333333333,3.1321573241775607,440,0.8810483870967742,437,0.8951613,112.0,0.2652666013616906
Sam Searle,Sam Searle,1,; Members,0,0.0,0.0,0.0,0.0,687,0.0,0,0.0,0.0,0.0
Jill Kowalchuk,Jill Kowalchuk,1,; Members,0,0.0,0.0,0.0,0.0,688,0.0,0,0.0,0.0,0.0
Caroline Martin,Caroline Martin,3,; Members,0,0.0,0.0,0.0,0.0,689,0.0,0,0.0,0.0,0.0
Data Foundation and Terminology WG,Data Foundation and Terminology WG,1,Working Group,0,0.0,0.0,0.0,0.0,690,0.0,0,0.0,0.0,0.0
Seraphim Alvanides,Seraphim Alvanides,2,; Members,0,0.0,0.0,0.0,0.0,691,0.0,0,0.0,0.0,0.0
Robert Tanton,Robert Tanton,1,; Members,0,0.0,0.0,0.0,0.0,692,0.0,0,0.0,0.0,0.0
Nicolas Bailly,Nicolas Bailly,1,; Members,0,0.0,0.0,0.0,0.0,693,0.0,0,0.0,0.0,0.0
Alisdair Davey,Alisdair Davey,2,; Members,0,0.0,0.0,0.0,0.0,694,0.0,0,0.0,0.0,0.0
Jonathan Tedds,Jonathan Tedds,12,; Members,78,321.0,3.0,1.8026666666666666,223.04596827086678,489,0.46287046287046285,1390,0.5221912,321.0,0.4214639391334371
Adrea Lawrence,Adrea Lawrence,1,; Members,0,0.0,0.0,0.0,0.0,695,0.0,0,0.0,0.0,0.0
Ingeborg Meijer,Ingeborg Meijer,1,; Members,0,0.0,0.0,0.0,0.0,696,0.0,0,0.0,0.0,0.0
Ulrich Schwardmann,Ulrich Schwardmann,4,; Members,26,84.0,3.0,1.9546666666666668,3.9690043372470347,286,0.8615384615384616,280,0.87142855,84.0,0.18847693146488045
Jeffrey Grethe,Jeffrey Grethe,22,; Members,204,1018.0,3.0,1.4613333333333334,2772.1752169300385,286,0.21954988892108568,4546,0.31922925,1018.0,0.8324827905733416
Yuri Demchenko,Yuri Demchenko,2,; Members,0,0.0,0.0,0.0,0.0,698,0.0,0,0.0,0.0,0.0
Karen Stocks,Karen Stocks,1,; Members,0,0.0,0.0,0.0,0.0,699,0.0,0,0.0,0.0,0.0
Weihua Lu,Weihua Lu,5,; Members,39,139.0,3.0,1.9173333333333333,4.109552748960881,286,0.8771929824561403,650,0.8947368,139.0,0.29997206334638205
Sherry Lake,Sherry Lake,7,; Members,48,167.0,3.0,1.8933333333333333,37.57439970432727,440,0.6879432624113475,776,0.71474075,167.0,0.31710531431098454
Mattia Santoro,Mattia Santoro,2,; Members,0,0.0,0.0,0.0,0.0,700,0.0,0,0.0,0.0,0.0
Stephan Kindermann,Stephan Kindermann,1,; Members,0,0.0,0.0,0.0,0.0,701,0.0,0,0.0,0.0,0.0
Louise Darroch,Louise Darroch,1,; Members,0,0.0,0.0,0.0,0.0,702,0.0,0,0.0,0.0,0.0
Melanie Davern,Melanie Davern,1,; Members,0,0.0,0.0,0.0,0.0,703,0.0,0,0.0,0.0,0.0
Jamus Collier,Jamus Collier,1,; Members,0,0.0,0.0,0.0,0.0,704,0.0,0,0.0,0.0,0.0
Thierry Badard,Thierry Badard,2,; Members,0,0.0,0.0,0.0,0.0,705,0.0,0,0.0,0.0,0.0
Andrew Hunter,Andrew Hunter,1,; Members,0,0.0,0.0,0.0,0.0,706,0.0,0,0.0,0.0,0.0
Maria Kinger,Maria Kinger,1,; Members,0,0.0,0.0,0.0,0.0,707,0.0,0,0.0,0.0,0.0
Juanle Wang,Juanle Wang,1,; Members,0,0.0,0.0,0.0,0.0,708,0.0,0,0.0,0.0,0.0
Ruth Bastow,Ruth Bastow,1,; Members,0,0.0,0.0,0.0,0.0,709,0.0,0,0.0,0.0,0.0
Caterina Caracciolo,Caterina Caracciolo,2,; Members,0,0.0,0.0,0.0,0.0,710,0.0,0,0.0,0.0,0.0
Nasser Abu-El-Noor,Nasser Abu-El-Noor,1,; Members,0,0.0,0.0,0.0,0.0,711,0.0,0,0.0,0.0,0.0
Godwin Yeboah,Godwin Yeboah,19,; Members,148,714.0,3.0,1.6106666666666667,725.7422547030199,286,0.3366427652141938,3662,0.44410145,714.0,0.7255243972900602
Malina Voicu,Malina Voicu,1,; Members,0,0.0,0.0,0.0,0.0,712,0.0,0,0.0,0.0,0.0
Hans van Piggelen,Hans van Piggelen,3,; Members,3,9.0,3.0,2.616,0.0,489,1.0,3,1.0,9.0,0.015311448368207825
Vyron Antoniou,Vyron Antoniou,1,; Members,0,0.0,0.0,0.0,0.0,713,0.0,0,0.0,0.0,0.0
Michael Bruck,Michael Bruck,1,; Members,0,0.0,0.0,0.0,0.0,714,0.0,0,0.0,0.0,0.0
Glen Hart,Glen Hart,1,; Members,0,0.0,0.0,0.0,0.0,715,0.0,0,0.0,0.0,0.0
Kerry Taylor,Kerry Taylor,2,; Members,0,0.0,0.0,0.0,0.0,716,0.0,0,0.0,0.0,0.0
Jeff Teeters,Jeff Teeters,1,; Members,0,0.0,0.0,0.0,0.0,717,0.0,0,0.0,0.0,0.0
Amir Pourabdollah,Amir Pourabdollah,1,; Members,0,0.0,0.0,0.0,0.0,718,0.0,0,0.0,0.0,0.0
James Cheney,James Cheney,1,; Members,0,0.0,0.0,0.0,0.0,719,0.0,0,0.0,0.0,0.0
Conor Smyth,Conor Smyth,1,; Members,0,0.0,0.0,0.0,0.0,720,0.0,0,0.0,0.0,0.0
Sheila Morrissey,Sheila Morrissey,1,; Members,0,0.0,0.0,0.0,0.0,721,0.0,0,0.0,0.0,0.0
Josephine McRobbie,Josephine McRobbie,1,; Members,0,0.0,0.0,0.0,0.0,722,0.0,0,0.0,0.0,0.0
Tim Robertson,Tim Robertson,1,; Members,0,0.0,0.0,0.0,0.0,723,0.0,0,0.0,0.0,0.0
Guy Marcus,Guy Marcus,1,; Members,0,0.0,0.0,0.0,0.0,724,0.0,0,0.0,0.0,0.0
Adam Farquhar,Adam Farquhar,3,; Members,7,21.0,3.0,2.016,0.0,440,1.0,21,1.0,21.0,0.059333004420552456
John Kunze,John Kunze,2,; Members,0,0.0,0.0,0.0,0.0,725,0.0,0,0.0,0.0,0.0
Timothy Lloyd,Timothy Lloyd,1,; Members,0,0.0,0.0,0.0,0.0,726,0.0,0,0.0,0.0,0.0
Alex Whan,Alex Whan,1,; Members,0,0.0,0.0,0.0,0.0,727,0.0,0,0.0,0.0,0.0
Marius Appel,Marius Appel,1,; Members,0,0.0,0.0,0.0,0.0,728,0.0,0,0.0,0.0,0.0
ANA CASINO,ANA CASINO,1,; Members,0,0.0,0.0,0.0,0.0,729,0.0,0,0.0,0.0,0.0
Anton Ellenbroek,Anton Ellenbroek,2,; Members,0,0.0,0.0,0.0,0.0,730,0.0,0,0.0,0.0,0.0
Bengt Persson,Bengt Persson,1,; Members,0,0.0,0.0,0.0,0.0,731,0.0,0,0.0,0.0,0.0
Christopher Brown,Christopher Brown,3,; Members,5,15.0,3.0,2.024,0.0,440,1.0,10,1.0,15.0,0.05199840170465565
Barbora DrobÃ_kovÃ¡,Barbora DrobÃ_kovÃ¡,1,; Members,0,0.0,0.0,0.0,0.0,732,0.0,0,0.0,0.0,0.0
Rob Baxter,Rob Baxter,4,; Members,5,17.0,3.0,2.021333333333333,0.0,489,1.0,10,1.0,17.0,0.054142073858347614
